file_id,entity_id,entity_type,raw_layer,length,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,aspect_ratio,center_x,center_y,start_x,start_y,end_x,end_y,radius,start_angle,end_angle,n_vertices,is_closed,text_content,is_geometric,weak_label
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__0,LWPOLYLINE,Seal Title,2486.2047972946675,56840.26502214399,9322.201134682748,57354.81417952974,10050.75437594433,514.5491573857507,728.553241261583,0.7062615718993208,57097.53960083687,9686.47775531354,,,,,,,,4.0,True,,True,other
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__1,LWPOLYLINE,Seal Title,2536.3638852946788,56833.99513614399,9315.931248682746,57361.08406552974,10057.02426194433,527.0889293857545,741.0930132615849,0.7112318156475548,57097.53960083687,9686.47775531354,,,,,,,,4.0,True,,True,other
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__2,TEXT,TEXT-ASAAS-0025,,56853.918507844974,9378.867223896035,56943.38411230311,9387.235953847545,89.4656044581352,8.368729951507703,10.69046378321924,56898.65131007404,9383.05158887179,,,,,,,,,,GROUND FLOOR PLAN,False,other
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__3,TEXT,Seal Title,,56852.02772684859,9391.535760491492,56892.949289052696,9398.89357454869,40.92156220410834,7.357814057198993,5.561646690985631,56872.48850795064,9395.214667520091,,,,,,,,,,OPTION-1,False,other
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__4,LINE,WALLS GENERAL-ASAAS-0025-00-A,44.172827072681685,56894.59653806177,9454.950895977978,56938.76936513445,9454.95089597798,44.172827072681685,1.8189894035458565e-12,,56916.68295159811,9454.950895977978,56894.59653806177,9454.950895977978,56938.76936513445,9454.95089597798,,,,,,,True,wall
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__5,LINE,WALLS GENERAL-ASAAS-0025-00-A,35.097766588034574,56998.76936513445,9454.95089597798,57033.86713172249,9454.95089597798,35.097766588034574,0.0,,57016.31824842847,9454.95089597798,56998.76936513445,9454.95089597798,57033.86713172249,9454.95089597798,,,,,,,True,wall
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__6,LINE,WALLS GENERAL-ASAAS-0025-00-A,36.0,57069.86713172249,9454.95089597798,57105.86713172249,9454.95089597798,36.0,0.0,,57087.86713172249,9454.95089597798,57069.86713172249,9454.95089597798,57105.86713172249,9454.95089597798,,,,,,,True,wall
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__7,LINE,WALLS GENERAL-ASAAS-0025-00-A,23.999999999992724,57182.46302582312,9454.95089597798,57206.46302582311,9454.950895977983,23.999999999992724,1.8189894035458565e-12,,57194.46302582312,9454.95089597798,57182.46302582312,9454.950895977983,57206.46302582311,9454.95089597798,,,,,,,True,wall
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__8,LINE,PROJECTION-ASAAS-0025-00-A,96.01117977740796,57206.46302582312,9454.95089597798,57302.47420560053,9454.950895977983,96.01117977740796,3.637978807091713e-12,,57254.46861571183,9454.95089597798,57206.46302582312,9454.950895977983,57302.47420560053,9454.95089597798,,,,,,,True,other
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__9,LINE,WALLS GENERAL-ASAAS-0025-00-A,12.110107427142792,57302.47420560053,9454.950895977976,57314.58431302767,9454.95089597798,12.110107427142792,3.637978807091713e-12,,57308.5292593141,9454.950895977978,57302.47420560053,9454.95089597798,57314.58431302767,9454.950895977976,,,,,,,True,wall
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__10,LINE,WALLS GENERAL-ASAAS-0025-00-A,9.00692712984979,57314.23113273038,9454.950895977976,57314.58431302767,9463.950895977978,0.3531802972865989,9.000000000001819,0.0392422552540586,57314.40772287903,9459.450895977978,57314.58431302767,9454.950895977976,57314.23113273038,9463.950895977978,,,,,,,True,wall
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__11,LINE,Compound Wall-ASAAS-0025,210.3554424641836,57305.98265945693,9463.950895977976,57314.23113273038,9674.144556355635,8.248473273451964,210.1936603776612,0.0392422552546622,57310.10689609365,9569.047726166806,57314.23113273038,9463.950895977976,57305.98265945693,9674.144556355635,,,,,,,True,wall
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__12,LINE,PROJECTION-ASAAS-0025-00-A,210.3554424641812,57296.97573232709,9463.950895977978,57305.22420560053,9674.144556355635,8.248473273437412,210.1936603776594,0.0392422552545933,57301.09996896381,9569.047726166807,57305.22420560053,9463.950895977978,57296.97573232709,9674.144556355635,,,,,,,True,other
2bhk_house_design_ground_floor_plan_op_1,2bhk_house_design_ground_floor_plan_op_1__13,LINE,Compound Wall-ASAAS-0025,210.35544246418385,57301.479195892,9463.950895977976,57309.72766916546,9674.144556355635,8.24847327345924,210.1936603776612,0.0392422552546968,57305.60343252873,9569.047726166806,57309.72766916546,9463.950895977976,57301.479195892,9674.144556355635,,,,,,,True,wall
