file_id,entity_id,entity_type,raw_layer,length,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,aspect_ratio,center_x,center_y,start_x,start_y,end_x,end_y,radius,start_angle,end_angle,n_vertices,is_closed,text_content,is_geometric
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__0,LINE,TAB,173.9564123677701,33821.79713427224,10544.88413131486,33821.79713427224,10718.84054368263,0.0,173.9564123677701,0.0,33821.79713427224,10631.862337498746,33821.79713427224,10544.88413131486,33821.79713427224,10718.84054368263,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__1,LINE,wall-building,24.0,33893.79713427224,11216.84054368262,33893.79713427224,11240.84054368262,0.0,24.0,0.0,33893.79713427224,11228.84054368262,33893.79713427224,11240.84054368262,33893.79713427224,11216.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__2,LINE,TAB,72.0,33821.79713427224,11216.84054368262,33893.79713427224,11216.84054368262,72.0,0.0,,33857.79713427224,11216.84054368262,33893.79713427224,11216.84054368262,33821.79713427224,11216.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__3,LINE,wall-building,41.875108318956336,34040.79713427225,11168.84054368262,34082.67224259121,11168.84054368262,41.875108318956336,0.0,,34061.73468843173,11168.84054368262,34082.67224259121,11168.84054368262,34040.79713427225,11168.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__4,LINE,wall-building,30.60303038033453,34055.79713427224,11159.84054368262,34086.40016465257,11159.84054368262,30.60303038033453,0.0,,34071.09864946241,11159.84054368262,34086.40016465257,11159.84054368262,34055.79713427224,11159.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__5,HATCH,HATCHING,,33821.79713427224,10526.884131314859,34006.97512240748,10718.84054368263,185.17798813524132,191.95641236777192,0.9646876905599604,33914.38612833986,10622.862337498744,,,,,,,,,,,False
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__6,LINE,windoor,120.0,33830.79713427224,10517.43473976662,33950.79713427224,10517.43473976662,120.0,0.0,,33890.79713427224,10517.43473976662,33950.79713427224,10517.43473976662,33830.79713427224,10517.43473976662,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__7,LINE,windoor,120.0,33830.79713427224,10526.43473976662,33950.79713427224,10526.43473976662,120.0,0.0,,33890.79713427224,10526.43473976662,33950.79713427224,10526.43473976662,33830.79713427224,10526.43473976662,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__8,LINE,TAB,173.9564123677701,33812.79713427224,10544.88413131486,33812.79713427224,10718.84054368263,0.0,173.9564123677701,0.0,33812.79713427224,10631.862337498746,33812.79713427224,10544.88413131486,33812.79713427224,10718.84054368263,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__9,LINE,wall-building,752.59419608399,33812.79713427224,10958.84054368263,33812.79713427224,11711.43473976662,0.0,752.59419608399,0.0,33812.79713427224,11335.137641724625,33812.79713427224,10958.84054368263,33812.79713427224,11711.43473976662,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__10,LINE,wall-building,14.27207793864909,33965.79713427223,11067.56846574397,33965.79713427223,11081.84054368262,0.0,14.27207793864909,0.0,33965.79713427223,11074.704504713296,33965.79713427223,11067.56846574397,33965.79713427223,11081.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__11,LINE,wall-building,21.0,33965.79713427224,11147.84054368262,33965.79713427224,11168.84054368262,0.0,21.0,0.0,33965.79713427224,11158.34054368262,33965.79713427224,11147.84054368262,33965.79713427224,11168.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__12,LINE,wall-building,5.999999999989086,33965.79713427224,11210.84054368263,33965.79713427224,11216.84054368262,0.0,5.999999999989086,0.0,33965.79713427224,11213.840543682625,33965.79713427224,11210.84054368263,33965.79713427224,11216.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__13,LINE,wall-building,66.0,33965.79713427223,11225.84054368262,33965.79713427223,11291.84054368262,0.0,66.0,0.0,33965.79713427223,11258.84054368262,33965.79713427223,11225.84054368262,33965.79713427223,11291.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__14,LINE,wall-building,42.0,33965.79713427223,11351.84054368262,33965.79713427223,11393.84054368262,0.0,42.0,0.0,33965.79713427223,11372.84054368262,33965.79713427223,11351.84054368262,33965.79713427223,11393.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__15,LINE,wall-building,6.0,33965.79713427223,11435.84054368262,33965.79713427223,11441.84054368262,0.0,6.0,0.0,33965.79713427223,11438.84054368262,33965.79713427223,11435.84054368262,33965.79713427223,11441.84054368262,,,,,,,True
3bhk_house_design_ground_floor_plan_op_1,3bhk_house_design_ground_floor_plan_op_1__16,LINE,wall-building,9.0,33965.79713427224,11492.84054368262,33965.79713427224,11501.84054368262,0.0,9.0,0.0,33965.79713427224,11497.34054368262,33965.79713427224,11492.84054368262,33965.79713427224,11501.84054368262,,,,,,,True
