file_id,entity_id,entity_type,raw_layer,length,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,aspect_ratio,center_x,center_y,start_x,start_y,end_x,end_y,radius,start_angle,end_angle,n_vertices,is_closed,text_content,is_geometric
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__0,LINE,hiden,63.08831175465821,27537.32420921685,9637.757749286959,27600.41252097151,9637.757749286959,63.08831175465821,0.0,,27568.868365094182,9637.757749286959,27600.41252097151,9637.757749286959,27537.32420921685,9637.757749286959,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__1,LINE,hiden,58.845671067538206,27538.56684990397,9640.75774928695,27597.41252097151,9640.757749286959,58.845671067538206,9.094947017729282e-12,,27567.98968543774,9640.757749286953,27597.41252097151,9640.75774928695,27538.56684990397,9640.757749286959,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__2,LINE,hiden,35.99999999999454,27600.41252097151,9637.757749286959,27600.41252097151,9673.757749286953,0.0,35.99999999999454,0.0,27600.41252097151,9655.757749286957,27600.41252097151,9673.757749286953,27600.41252097151,9637.757749286959,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__3,LINE,hiden,33.00000000000364,27597.41252097151,9640.75774928695,27597.41252097151,9673.757749286953,0.0,33.00000000000364,0.0,27597.41252097151,9657.257749286951,27597.41252097151,9673.757749286953,27597.41252097151,9640.75774928695,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__4,LINE,hiden,63.08831175454543,27486.41252097132,9688.669437532406,27486.41252097141,9751.757749286951,9.094947017729282e-11,63.08831175454543,1.4416215563216436e-12,27486.412520971367,9720.213593409679,27486.41252097132,9751.757749286951,27486.41252097141,9688.669437532406,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__5,LINE,hiden,58.845671067429066,27489.41252097133,9689.912078219522,27489.41252097141,9748.757749286951,8.003553375601768e-11,58.845671067429066,1.36009212409708e-12,27489.41252097137,9719.334913753237,27489.41252097133,9748.757749286951,27489.41252097141,9689.912078219522,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__6,LINE,hiden,72.00000000001731,27486.41252097141,9637.757749286959,27537.32420921685,9688.669437532406,50.91168824544002,50.911688245447294,0.9999999999998571,27511.86836509413,9663.213593409682,27486.41252097141,9688.669437532406,27537.32420921685,9637.757749286959,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__7,LINE,hiden,2.99999999999922,27498.07978286099,9649.425011176547,27500.20110320455,9651.546331520107,2.1213203435581818,2.1213203435600008,0.9999999999991426,27499.140443032768,9650.485671348328,27498.07978286099,9651.546331520107,27500.20110320455,9649.425011176547,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__8,LINE,hiden,57.000000000004476,27481.10922011251,9632.454448428067,27521.41430664015,9672.759534955701,40.305086527638196,40.30508652763456,1.0000000000000902,27501.26176337633,9652.606991691884,27481.10922011251,9672.759534955701,27521.41430664015,9632.454448428067,,,,,,,True
2bhk_german_style_house_ground_floor_plan_1,2bhk_german_style_house_ground_floor_plan_1__9,LINE,hiden,57.000000000007056,27483.23054045607,9634.575768771627,27523.53562698371,9674.880855299261,40.30508652764183,40.30508652763456,1.0000000000001805,27503.38308371989,9654.728312035444,27483.23054045607,9674.880855299261,27523.53562698371,9634.575768771627,,,,,,,True
