file_id,entity_id,entity_type,raw_layer,length,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,aspect_ratio,center_x,center_y,start_x,start_y,end_x,end_y,radius,start_angle,end_angle,n_vertices,is_closed,text_content,is_geometric
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__0,TEXT,TEXT,,-323.6696141948033,222.10672428224086,-323.0401567266184,222.30380845281465,0.629457468184853,0.19708417057378824,3.1938509640437327,-323.3548854607109,222.20526636752777,,,,,,,,,,LOBBY,False
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__1,TEXT,TEXT,,-324.9175329454953,231.14592427860174,-324.08657514241423,231.34300844917553,0.8309578030810485,0.19708417057378824,4.2162584679520885,-324.5020540439548,231.24446636388865,,,,,,,,,,KITCHEN,False
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__2,TEXT,TEXT,,-320.5923646109087,221.64506302440154,-319.6546999536191,221.84214719497533,0.9376646572895879,0.19708417057378824,4.75768629494537,-320.1235322822639,221.74360510968842,,,,,,,,,,DRAWING,False
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__3,TEXT,TEXT,,-325.5995416046362,226.11682625808325,-324.7989834443326,226.31391042865704,0.8005581603036376,0.19708417057378824,4.062011464304328,-325.1992625244844,226.21536834337013,,,,,,,,,,LOUNGE,False
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__4,TEXT,TEXT,,-319.9874466286174,225.35726278554714,-319.4703445969139,225.55434695612092,0.51710203170353,0.19708417057378824,2.6237623762377567,-319.72889561276565,225.45580487083402,,,,,,,,,,BATH,False
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__5,LINE,Wall,0.7696666666666943,-317.552533846153,223.3548069057262,-317.552533846153,224.1244735723929,0.0,0.7696666666666943,0.0,-317.552533846153,223.73964023905955,-317.552533846153,224.1244735723929,-317.552533846153,223.3548069057262,,,,,,,True
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__6,LINE,Wall,0.4613333333333003,-317.552533846153,221.3938069057261,-317.552533846153,221.8551402390594,0.0,0.4613333333333003,0.0,-317.552533846153,221.62447357239276,-317.552533846153,221.8551402390594,-317.552533846153,221.3938069057261,,,,,,,True
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__7,LINE,Wall,1.2296666666665885,-317.552533846153,218.6644735723928,-317.552533846153,219.8941402390594,0.0,1.2296666666665885,0.0,-317.552533846153,219.27930690572612,-317.552533846153,219.8941402390594,-317.552533846153,218.6644735723928,,,,,,,True
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__8,LINE,Wall,0.45999999999997954,-318.392533846153,218.6644735723928,-318.392533846153,219.1244735723928,0.0,0.45999999999997954,0.0,-318.392533846153,218.8944735723928,-318.392533846153,219.1244735723928,-318.392533846153,218.6644735723928,,,,,,,True
2bhk_villa_design_ground_floor_plan_2,2bhk_villa_design_ground_floor_plan_2__9,LINE,Wall,0.4599999999999227,-318.622533846153,218.4344735723928,-318.622533846153,218.8944735723927,0.0,0.4599999999999227,0.0,-318.622533846153,218.66447357239275,-318.622533846153,218.8944735723927,-318.622533846153,218.4344735723928,,,,,,,True
